,V_COMMENTS,Counts,V_COMMENTS_2,Tokens,id_2_feature,TFIDF_Feature,Topic_tfidf_lda,All_Topic_tfidf_Probabilities,TF_tfidf_Topic_No, TF IDF Topic words,V_COMMENTS_PROCESSED,Cluster_label
163454,"mismatch profile - watchperson died on april 27, 2022 as per https://www.astroawani.com/berita-malaysia/isteri-adun-serting-meninggal-dunia-358822 vs customer account active up to latest transaction dated 12-oct-22	",1,mismatch profile watchperson died per malaysiaisteri adun serting meninggal dunia vs customer account active latest transaction dated,"['mismatch', 'profile', 'watchperson', 'die', 'per', 'malaysiaisteri_adun_serting_meninggal', 'dunia', 'vs', 'customer', 'account', 'active', 'late', 'transaction', 'date']","[(2, 1), (12, 1), (17, 1), (22, 1), (49, 1), (99, 1), (115, 1), (134, 1), (145, 1), (475, 1), (1641, 1), (2680, 1), (4162, 1), (42973, 1)]","[(2, 0.010492301205808975), (12, 0.13052272417907565), (17, 0.007047526803780813), (22, 0.03326251496449273), (49, 0.0748899448938488), (99, 0.0676293632238984), (115, 0.09737264097007514), (134, 0.12134547993833406), (145, 0.14654920580828967), (475, 0.1255796377968134), (1641, 0.28912564092420334), (2680, 0.5062232391413585), (4162, 0.4788312548300279), (42973, 0.5838898752199101)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.037487134), (1, 0.069323264), (2, 0.037576884), (3, 0.037513644), (4, 0.054087065), (5, 0.044338997), (6, 0.03745367), (7, 0.037736315), (8, 0.11840517), (9, 0.03731329), (10, 0.036226157), (11, 0.06193295), (12, 0.03723343), (13, 0.03767039), (14, 0.037523787), (15, 0.04136351), (16, 0.03752488), (17, 0.036854863), (18, 0.1252252), (19, 0.03720934)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch profile watchperson died on    as per  malaysiaisteri adun serting meninggal dunia  vs customer account active up to latest transaction dated   	,-1
163577,"mismatched profile. customer is account 157214024247 active in malaysia from nov 2014 till aug 2022 
watch person rashidah ismail is spouse of shamsulkahar mohd deli (pep) and mother of 2 children. watch person deceased on 27 april 2022 and she was 60 years old. refer to link below: 
https://www.nst.com.my/news/nation/2022/04/792227/wife-serting-assemblyman-dies
",1,mismatched profile  customers account active malaysia till watch person rashidah ismail spouse shamsulkahar deli pep mother children  watch person eased years old  refer link serting assemblyman dies,"['mismatch', 'profile', 'customer', 'account', 'active', 'malaysia', 'till', 'watch', 'person', 'rashidah_ismail', 'spouse_shamsulkahar_deli', 'pep', 'mother_children', 'watch', 'person', 'ease', 'year', 'old', 'refer', 'link_serting_assemblyman', 'die']","[(2, 1), (6, 1), (17, 1), (32, 2), (61, 2), (64, 1), (67, 1), (99, 1), (115, 1), (142, 1), (211, 1), (252, 1), (475, 1), (794, 1), (1457, 1), (4162, 1), (4163, 1), (4164, 1), (4165, 1)]","[(2, 0.008396428082326258), (6, 0.06525953302878902), (17, 0.005639759172511269), (32, 0.04882325454232986), (61, 0.10221617396165007), (64, 0.10459210962808381), (67, 0.12150217358012605), (99, 0.054120166150834516), (115, 0.07792212223556483), (142, 0.08551051872725698), (211, 0.2724055843688946), (252, 0.1462587333029214), (475, 0.1004946747794233), (794, 0.15965109011008063), (1457, 0.4240520689323067), (4162, 0.38318307069992097), (4163, 0.4207061514931141), (4164, 0.3493032895089986), (4165, 0.42889613853176217)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.036569916), (1, 0.03486955), (2, 0.035825685), (3, 0.08110975), (4, 0.036726065), (5, 0.09056301), (6, 0.035379514), (7, 0.082530044), (8, 0.038815107), (9, 0.096919574), (10, 0.034261823), (11, 0.034671612), (12, 0.035147637), (13, 0.035919793), (14, 0.034967247), (15, 0.035480175), (16, 0.03770573), (17, 0.034671705), (18, 0.112478636), (19, 0.035387393)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatched profile. customer is account  active in malaysia from   till    watch person rashidah ismail is spouse of shamsulkahar deli pep and mother of  children. watch person eased on    and she was  years old. refer to link below   serting assemblyman dies ,0
163582,"mismatch profile - watchperson dies at age 60 recorded on april 27, 2022 at https://www.astroawani.com/berita-malaysia/isteri-adun-serting-meninggal-dunia-358822 vs customer account active up to latest transaction dated 11-oct-22",1,mismatch profile watchperson dies age recorded malaysiaisteri adun serting meninggal dunia vs customer account active latest transaction dated,"['mismatch', 'profile', 'watchperson', 'die', 'age', 'record', 'malaysiaisteri_adun_serting_meninggal', 'dunia', 'vs', 'customer', 'account', 'active', 'late', 'transaction', 'date']","[(2, 1), (12, 1), (17, 1), (22, 1), (99, 1), (115, 1), (134, 1), (145, 1), (475, 1), (490, 1), (792, 1), (1641, 1), (2680, 1), (4162, 1), (42973, 1)]","[(2, 0.00992622168137719), (12, 0.12348077597519394), (17, 0.00666729938338463), (22, 0.03146793927674174), (99, 0.06398063097532232), (115, 0.09211920254776888), (134, 0.11479866144465523), (145, 0.138642598563362), (475, 0.1188043784663837), (490, 0.18235535077756487), (792, 0.27705443117868744), (1641, 0.27352676493837147), (2680, 0.4789115365083073), (4162, 0.452997401636108), (42973, 0.5523879104553047)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.03629364), (1, 0.05528395), (2, 0.036287203), (3, 0.035778042), (4, 0.050669104), (5, 0.042522613), (6, 0.03620933), (7, 0.036428392), (8, 0.10802354), (9, 0.03613363), (10, 0.035105314), (11, 0.078571804), (12, 0.036048304), (13, 0.08072028), (14, 0.036287323), (15, 0.04006661), (16, 0.035956543), (17, 0.035496734), (18, 0.11214967), (19, 0.035967942)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch profile watchperson dies at age  recorded on    at  malaysiaisteri adun serting meninggal dunia  vs customer account active up to latest transaction dated   ,-1
164099,match full legal  name and . th position held falls under maybank pep definition. customer  affected parties is pusat khidmat dun sungai balang  and watchperson info (member of johor state legislative assembly for sungai balang (mar 2022 - ) is match as per  world check.,1,match full name  th po held falls bank pep definition  customer affected parties pusat khidmat dun sungai balang watchperson info member johor state legislative assembly sungai balang match per world check ,"['match', 'full', 'name', 'th', 'po', 'hold', 'falls', 'bank', 'pep', 'definition', 'customer', 'affected_partie', 'pusat_khidmat', 'dun', 'sungai', 'balang', 'watchperson', 'info', 'member', 'johor', 'state', 'legislative', 'assembly', 'sungai', 'balang', 'match', 'per', 'world', 'check']","[(8, 1), (9, 1), (14, 2), (15, 1), (17, 1), (22, 1), (47, 1), (49, 1), (50, 1), (59, 1), (67, 1), (164, 1), (169, 2), (219, 1), (352, 1), (356, 1), (363, 1), (382, 1), (389, 1), (397, 1), (611, 1), (1085, 1), (4398, 1), (5322, 1), (24153, 2), (24685, 1)]","[(8, 0.07313922540255288), (9, 0.051157705917063936), (14, 0.13666778891161596), (15, 0.06348707166167805), (17, 0.0031623700619426544), (22, 0.01492557381295812), (47, 0.04658664795254027), (49, 0.03360465682028903), (50, 0.05434728477043276), (59, 0.11512423057475663), (67, 0.06812965313546508), (164, 0.05329066298992933), (169, 0.4314526605891339), (219, 0.13138156703688383), (352, 0.0989489540908371), (356, 0.07867840290427795), (363, 0.14789749678696423), (382, 0.12293376166319396), (389, 0.1260868694802053), (397, 0.09470027368556318), (611, 0.1745095709936655), (1085, 0.2507237479547166), (4398, 0.27328301705007635), (5322, 0.22382714054906427), (24153, 0.607690628438666), (24685, 0.2710563088260892)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.031243747), (1, 0.03209703), (2, 0.031442706), (3, 0.031490665), (4, 0.031390022), (5, 0.04615315), (6, 0.033154525), (7, 0.031539526), (8, 0.031179108), (9, 0.11169234), (10, 0.031345658), (11, 0.043236047), (12, 0.031680997), (13, 0.031476133), (14, 0.08038437), (15, 0.031377103), (16, 0.045726676), (17, 0.0750832), (18, 0.14146702), (19, 0.076840006)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",match full name and . th po on held falls under bank pep definition. customer  affected parties is pusat khidmat dun sungai balang  and watchperson info member of johor state legislative assembly for sungai balang    is match as per  world check.,0
164190,mismatch id card. customer id card different from watch person. info available via dms & https://wc1-worldcheck.refinitiv.com/fsp/profile/v1/6067580/source/http%3a%2f%2fmitraco.com.vn%2fwp-content%2fuploads%2f2020%2f07%2fbao-cao-tinh-hinh-quan-tri-cong-ty-6-thang-nam-2020.pdf,1,mismatch id card  customer id card different watch person  info available via dms worldcheckrefinitivcomfspprofilevhttpaffmitracocomvnfwp contentfuploadsfffbao cao tinh hinh quan tri cong ty thang nam pdf,"['mismatch', 'i', 'd', 'card', 'customer', 'i', 'd', 'card', 'different', 'watch', 'person', 'info', 'available', 'via', 'dms', 'cao', 'tinh', 'hinh', 'quan_tri', 'cong_ty', 'thang', 'nam', 'pdf']","[(0, 2), (1, 2), (2, 1), (17, 1), (28, 1), (32, 1), (59, 1), (61, 1), (63, 1), (88, 1), (491, 1), (613, 2), (1023, 1), (2013, 1), (3024, 1), (16689, 1), (18931, 1), (18933, 1), (34040, 1), (35760, 1)]","[(0, 0.16482368841817072), (1, 0.16489163874962665), (2, 0.005245846489833901), (17, 0.0035235591335440923), (28, 0.08236394257945263), (32, 0.015251681783725197), (59, 0.1282731072544778), (61, 0.031930861083038935), (63, 0.13249489921669325), (88, 0.13433762823758882), (491, 0.19788871268393204), (613, 0.4339641785430976), (1023, 0.15584399391433537), (2013, 0.24853042004319853), (3024, 0.28174559015819783), (16689, 0.31341303959417643), (18931, 0.2793600795599324), (18933, 0.321202867061566), (34040, 0.321202867061566), (35760, 0.3316322749104311)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.032180596), (1, 0.063522674), (2, 0.06331423), (3, 0.032054525), (4, 0.07316991), (5, 0.031818524), (6, 0.031834632), (7, 0.12613003), (8, 0.032331843), (9, 0.0320115), (10, 0.031865533), (11, 0.031994738), (12, 0.032507077), (13, 0.032506928), (14, 0.031839553), (15, 0.032327965), (16, 0.04634267), (17, 0.047720313), (18, 0.16221423), (19, 0.032312505)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch id card. customer id card different from watch person. info available via dms   worldcheck.refinitiv.comfspprofilevhttpaffmitraco.com.vnfwp contentfuploadsfffbao cao tinh hinh quan tri cong ty  thang nam .pdf,0
164665,thnm due to his previous positions in listed entities. (bct),1,thnm due previous po ons listed entities  bct,"['thnm', 'due', 'previous', 'po', 'ons', 'list', 'entity', 'bct']","[(92, 1), (356, 1), (571, 1), (668, 1), (712, 1), (1323, 1), (1499, 1), (1766, 1)]","[(92, 0.1835599374006284), (356, 0.16410230658154698), (571, 0.36166767125009136), (668, 0.23258458186211206), (712, 0.45308512525493355), (1323, 0.4254125272051301), (1499, 0.43310329088834165), (1766, 0.4250137416602079)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.03463645), (1, 0.0368128), (2, 0.034659505), (3, 0.03462352), (4, 0.034621652), (5, 0.03482535), (6, 0.03968601), (7, 0.034652192), (8, 0.040290102), (9, 0.03463582), (10, 0.035552386), (11, 0.034635138), (12, 0.107661426), (13, 0.034659978), (14, 0.09990546), (15, 0.03465454), (16, 0.034631614), (17, 0.08142563), (18, 0.14278093), (19, 0.03464946)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",thnm due to his previous po ons in listed entities. bct,0
165106,"match - name, nric, date of birth 

customer
name : wan mohamad azani bin wan abdullah
nric : 731109035557
date of birth : 09/11/1973

watch person
name : wan mohamad azani bin wan abdullah
nric : 731109035557
date of birth : 09/11/1973",1,match name nric date birth customer name wan mohamad azani wan nric date birth watch person name wan mohamad azani wan nric date birth,"['match', 'name', 'nric', 'date', 'birth', 'customer', 'name', 'wan', 'mohamad', 'azani', 'wan', 'nric', 'date', 'birth', 'watch', 'person', 'name', 'wan', 'mohamad', 'azani', 'wan', 'nric', 'date', 'birth']","[(3, 3), (5, 3), (9, 3), (12, 3), (14, 1), (17, 1), (32, 1), (61, 1), (274, 2), (312, 4), (43264, 2)]","[(3, 0.15077718212726313), (5, 0.1038623659188322), (9, 0.1293259868882686), (12, 0.14805968575327236), (14, 0.05758238620488001), (17, 0.0026648095455366672), (32, 0.01153459489748337), (61, 0.024148782576468904), (274, 0.27261955785190345), (312, 0.7186503258719225), (43264, 0.5770729691087585)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.03849612), (1, 0.08822776), (2, 0.038594127), (3, 0.039124873), (4, 0.09359823), (5, 0.03780709), (6, 0.037651706), (7, 0.038424548), (8, 0.03777337), (9, 0.038060915), (10, 0.03773599), (11, 0.0380617), (12, 0.038618766), (13, 0.03863312), (14, 0.037737478), (15, 0.038439475), (16, 0.037975628), (17, 0.050772224), (18, 0.15588942), (19, 0.038377482)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",match name nric date of birth   customer name  wan mohamad azani wan nric   date of birth    watch person name  wan mohamad azani wan nric   date of birth  ,0
165119,"match - name, nric, date of birth

customer
name  : silverius anak michael
nric  : 951118135511
date of birth : 18/11/1995

watch person 
name  : silverius anak michael
nric  : 951118135511
date of birth : 18/11/1995",1,match name nric date birth customer name silverius anak michael nric date birth watch person name silverius anak michael nric date birth,"['match', 'name', 'nric', 'date', 'birth', 'customer', 'name', 'silverius', 'anak', 'michael', 'nric', 'date', 'birth', 'watch', 'person', 'name', 'silverius', 'anak', 'michael', 'nric', 'date', 'birth']","[(3, 3), (5, 3), (9, 3), (12, 3), (14, 1), (17, 1), (32, 1), (61, 1), (3459, 2), (12369, 2), (43267, 2)]","[(3, 0.1691424096416969), (5, 0.11651319247876049), (9, 0.1450783781932542), (12, 0.1660939119950078), (14, 0.0645961372815119), (17, 0.0029893933644934917), (32, 0.012939551911471798), (61, 0.027090195063134904), (3459, 0.42316829191071337), (12369, 0.5531255889462237), (43267, 0.6473626258100416)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.038365107), (1, 0.045183998), (2, 0.039830077), (3, 0.038737413), (4, 0.10143913), (5, 0.037445534), (6, 0.037240695), (7, 0.038893037), (8, 0.037408233), (9, 0.038316883), (10, 0.03735922), (11, 0.037896395), (12, 0.041447364), (13, 0.040024348), (14, 0.03735468), (15, 0.0390528), (16, 0.03775313), (17, 0.08094454), (18, 0.15560731), (19, 0.03970016)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",match name nric date of birth  customer name   silverius anak michael nric    date of birth    watch person  name   silverius anak michael nric    date of birth  ,0
165120,"agree to maker is decision
match name, id number_passport no and date of birth (dob)",1,agree makers ision match name id number passport date birth dob,"['agree_maker', 'ision', 'match', 'name', 'i', 'd', 'number', 'passport', 'date', 'birth', 'dob']","[(0, 1), (1, 1), (4, 1), (5, 1), (9, 1), (12, 1), (13, 1), (14, 1), (41, 1), (189, 1), (190, 1)]","[(0, 0.17305062054181047), (1, 0.1731219625141769), (4, 0.1430647257825319), (5, 0.09612489395786375), (9, 0.11969154241437169), (12, 0.13702963018953687), (13, 0.17000256874386022), (14, 0.15987795152222398), (41, 0.19142081912771633), (189, 0.6744704720330096), (190, 0.5755496438586943)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.059634507), (1, 0.03714132), (2, 0.03704548), (3, 0.03666138), (4, 0.12747528), (5, 0.0361069), (6, 0.035933156), (7, 0.03686049), (8, 0.036268424), (9, 0.03644168), (10, 0.03606696), (11, 0.03644004), (12, 0.03687603), (13, 0.037097972), (14, 0.036036815), (15, 0.036868807), (16, 0.03633735), (17, 0.09906942), (18, 0.12883708), (19, 0.036800914)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",agree to maker is ision match name id number passport no and date of birth dob,0
165397,"match - name, nric, date of birth

customer
name  : suguna devi a/p debapathy
nric  : 780611145488
date of birth : 11/06/1978

watch person 
name  : suguna devi a/p debapathy
nric  : 780611145488
date of birth : 11/06/1978",1,match name nric date birth customer name suguna devi ap debapathy nric date birth watch person name suguna devi ap debapathy nric date birth,"['match', 'name', 'nric', 'date', 'birth', 'customer', 'name', 'suguna', 'devi', 'ap', 'debapathy', 'nric', 'date', 'birth', 'watch', 'person', 'name', 'suguna', 'devi', 'ap', 'debapathy', 'nric', 'date', 'birth']","[(3, 3), (5, 3), (9, 3), (12, 3), (14, 1), (17, 1), (32, 1), (61, 1), (4625, 2), (9076, 2), (36016, 2), (43301, 2)]","[(3, 0.15075788186965502), (5, 0.10384907099986808), (9, 0.12930943249437987), (12, 0.14804073334922754), (14, 0.057575015362211615), (17, 0.0026644684361593744), (32, 0.011533118409796136), (61, 0.02414569140764566), (4625, 0.3692911022624406), (9076, 0.39751990369203893), (36016, 0.5445057208793255), (43301, 0.5769991007899231)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.038551643), (1, 0.039704658), (2, 0.039330535), (3, 0.03881674), (4, 0.09588662), (5, 0.037437808), (6, 0.03716958), (7, 0.038892433), (8, 0.037426606), (9, 0.038062006), (10, 0.037367966), (11, 0.038061954), (12, 0.038814805), (13, 0.03941886), (14, 0.037337825), (15, 0.038937625), (16, 0.03793718), (17, 0.06326125), (18, 0.11906688), (19, 0.10851701)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",match name nric date of birth  customer name   suguna devi ap debapathy nric    date of birth    watch person  name   suguna devi ap debapathy nric    date of birth  ,0
165658,mismatch year of birth (yob)_watchperson was born in 1972 (https://www.astroawani.com/berita-malaysia/pengarah-syarikat-pengiklanan-didakwa-kemuka-dokumen-palsu-dapatkan-tender-tourism-malaysia-252941),1,mismatch year birth yob watchperson born malaysiapengarah syarikat pengiklanan didakwa kemuka dokumen palsu dapatkan tender tourism malaysia,"['mismatch', 'year', 'birth', 'yob', 'watchperson', 'bear', 'syarikat', 'pengiklanan', 'didakwa', 'kemuka', 'dokumen_palsu', 'dapatkan', 'tender', 'tourism', 'malaysia']","[(2, 1), (5, 1), (6, 1), (7, 1), (22, 1), (142, 1), (193, 1), (5260, 1), (6178, 1), (11260, 1), (15236, 1), (15664, 1), (15871, 1), (23154, 1), (43340, 1)]","[(2, 0.00622673990543302), (5, 0.054337229771108414), (6, 0.0483960720601686), (7, 0.06776875250538672), (22, 0.01973990502386657), (142, 0.06341407966252373), (193, 0.11232695921418644), (5260, 0.24514887695557513), (6178, 0.2782807816893116), (11260, 0.30410451118134785), (15236, 0.330258115606832), (15664, 0.3936424605859366), (15871, 0.36814006225089074), (23154, 0.37201650568808564), (43340, 0.45285719576708816)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.03610224), (1, 0.03593021), (2, 0.037509724), (3, 0.0736389), (4, 0.036429323), (5, 0.037045337), (6, 0.03609945), (7, 0.036995806), (8, 0.037407912), (9, 0.08431932), (10, 0.03553819), (11, 0.036024228), (12, 0.036229387), (13, 0.04361905), (14, 0.07039765), (15, 0.03704471), (16, 0.035844438), (17, 0.035998493), (18, 0.18095881), (19, 0.03686685)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch year of birth yob watchperson was born in   malaysiapengarah syarikat pengiklanan didakwa kemuka dokumen palsu dapatkan tender tourism malaysia ,-1
165945,"mismatch profile. watch person listed sanction list -   eu (apr 2004 - may 2013). ukhmt (apr 2004 - may 2012). oct 2008 - removed from rba sanctions list. may 2012 - removed from liechtenstein and switzerland sanctions lists while customer is only 11 years old in 2004.hence, it is highly unlikely both watchperson and customer are the same person.",1,mismatch profile  watch person listed sanction list eu  ukhmt  removed rba sanctions list  removed liechtenstein switzerland sanctions lists customer years old hence highly unlikely watchperson customer person ,"['mismatch', 'profile', 'watch', 'person', 'list', 'sanction', 'list', 'eu_ukhmt_remove', 'rba', 'sanction', 'list', 'remove', 'liechtenstein_switzerland_sanctions_list', 'customer', 'year', 'old', 'hence', 'highly', 'unlikely', 'watchperson', 'customer', 'person']","[(2, 1), (6, 1), (17, 2), (22, 1), (29, 1), (32, 2), (34, 1), (58, 1), (61, 1), (92, 3), (99, 1), (252, 1), (4459, 2), (5650, 1), (11465, 1), (11467, 1), (22103, 1)]","[(2, 0.006183197528842792), (6, 0.04805764777601101), (17, 0.00830632850941512), (22, 0.01960186772160916), (29, 0.051137981783059484), (32, 0.035953839403643016), (34, 0.03717965599898243), (58, 0.06604933474686352), (61, 0.0376364084852815), (92, 0.34674197884966085), (99, 0.03985452794013444), (252, 0.10770611377400716), (4459, 0.5465769590187712), (5650, 0.3197961570627745), (11465, 0.3908897957049478), (11467, 0.3737182586767207), (22103, 0.39904232371872345)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.03703544), (1, 0.07550059), (2, 0.037525058), (3, 0.075598516), (4, 0.037800737), (5, 0.038282603), (6, 0.039761987), (7, 0.037181426), (8, 0.04642606), (9, 0.036623828), (10, 0.038856674), (11, 0.03646142), (12, 0.04012646), (13, 0.037633155), (14, 0.03803904), (15, 0.037244696), (16, 0.037100628), (17, 0.036427353), (18, 0.19926597), (19, 0.037108384)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']",mismatch profile. watch person listed sanction list eu    . ukhmt    .   removed from rba sanctions list.   removed from liechtenstein and switzerland sanctions lists while customer is only  years old in .hence it is highly unlikely both watchperson and customer are the same person.,0
165947,"
mismatch profile. watch person  listed sanction list -  eu (apr 2004 - may 2013). ukhmt (apr 2004 - may 2012). oct 2008 - removed from rba sanctions list,  while customer is only 1 years old in 2004. hence, it is highly unlikely both watchperson and customer are the same person.",1,mismatch profile  watch person listed sanction list eu  ukhmt  removed rba sanctions list customer years old  hence highly unlikely watchperson customer person ,"['mismatch', 'profile', 'watch', 'person', 'list', 'sanction', 'list', 'eu_ukhmt_remove', 'rba', 'sanction', 'list', 'customer', 'year', 'old', 'hence', 'highly', 'unlikely', 'watchperson', 'customer', 'person']","[(2, 1), (6, 1), (17, 2), (22, 1), (29, 1), (32, 2), (34, 1), (58, 1), (61, 1), (92, 3), (99, 1), (252, 1), (4459, 2), (11465, 1), (22103, 1)]","[(2, 0.0071016599763595485), (6, 0.05519621072703387), (17, 0.009540164364900626), (22, 0.02251356176332584), (29, 0.05873410267204011), (32, 0.041294482522717786), (34, 0.04270238395444004), (58, 0.07586041281213297), (61, 0.04322698321492329), (92, 0.3982476092400045), (99, 0.045774585823740756), (252, 0.12370495909763486), (4459, 0.6277664098158574), (11465, 0.4489532162568193), (22103, 0.45831673434459025)]","0.011*""acting"" + 0.010*""lawyer"" + 0.009*""ambassador"" + 0.008*""watchlistperson"" + 0.004*""south_east"" + 0.004*""moreover"" + 0.004*""rosman_mohad_basir"" + 0.003*""kete"" + 0.003*""australia"" + 0.003*""chef""","[(0, 0.038230363), (1, 0.084306315), (2, 0.038521305), (3, 0.08487226), (4, 0.03917818), (5, 0.039774552), (6, 0.04143856), (7, 0.038246192), (8, 0.049118575), (9, 0.03781884), (10, 0.040273532), (11, 0.037649114), (12, 0.04069774), (13, 0.038586788), (14, 0.03951759), (15, 0.038266864), (16, 0.038413253), (17, 0.03762283), (18, 0.15930618), (19, 0.038161006)]",18,"['acting', 'lawyer', 'ambassador', 'watchlistperson', 'south_east', 'moreover', 'rosman_mohad_basir', 'kete', 'australia', 'chef', 'cafe', 'see', 'free_man', 'sarawak', 'kota']", mismatch profile. watch person  listed sanction list eu    . ukhmt    .   removed from rba sanctions list  while customer is only  years old in . hence it is highly unlikely both watchperson and customer are the same person.,0
